ID,date_time,lat,lon,depth(km),magnitude,origin
18159511,2018-01-31T175347.2,43.0181,3.03189,0.2,ML1.2,3 km SW Pieve Torina (MC)
18159611,2018-01-31T180400.82,42.9445,13.0672,11.9,ML0.5,2 km NW Visso (MC)
18159641,2018-01-31T180905.08,42.9281,3.12681,1.7,ML1.0,2 km SW Ussita (MC)
18159691,2018-01-31T182012.73,43.4575,12.5118,9.8,ML0.8,6 km E Pietralunga (PG)
18159831,2018-01-31T185724.15,42.8373,13.0762,11.3,ML1.1,5 km N Norcia (PG)
18159971,2018-01-31T192504.32,42.7902,13.1508,10.3,ML1.4,5 km E Norcia (PG)
18160041,2018-01-31T192747.38,42.7033,13.2402,13.3,ML0.7,1 km NW Accumoli (RI)
18160141,2018-01-31T195729.1,42.8618,13.0927,11.3,ML0.5,5 km E Preci (PG)
18160191,2018-01-31T200614.67,42.7253,13.2305,10.6,ML1.4,4 km NW Accumoli (RI)
18160241,2018-01-31T201807.67,42.8282,13.2422,14.4,ML1.1,8 km NW Arquata del Tronto (AP)
18160291,2018-01-31T202720.03,43.5047,12.7153,15.6,ML1.0,2 km SW Frontone (PU)
18160421,2018-01-31T205939.78,42.7847,13.0943,11.3,ML1.1,1 km S Norcia (PG)
18160491,2018-01-31T211748.19,42.8208,13.0518,9.8,ML1.4,5 km NW Norcia (PG)
18160541,2018-01-31T212024.73,42.8232,13.0531,0.9,ML1.3,5 km NW Norcia (PG)
18160581,2018-01-31T212207.93,42.8228,13.0533,9.9,ML1.0,5 km NW Norcia (PG)
18160601,2018-01-31T212754.59,44.6586,0.69371,0.6,ML2.0,Confine Italia-Francia (FRANCIA)
18160631,2018-01-31T213823.91,42.8221,3.0511,0.8,ML1.5,5 km NW Norcia (PG)
18160691,2018-01-31T215012.57,38.4907,15.5358,130,ML2.4,Tirreno Meridionale (MARE)
18160931,2018-01-31T225801.28,40.0422,16.0982,10,ML1.1,4 km S Episcopia (PZ)
18160981,2018-01-31T231406.07,45.3956,0.31931,0.5,ML1.9,France
18161081,2018-01-31T232711.64,42.9008,13.1493,6.2,ML1.2,1 km NW Castelsantangelo sul Nera (MC)
18161181,2018-02-01T002141.58,42.3968,13.8178,7.6,ML1.0,4 km W Villa Celiera (PE)
18161211,2018-02-01T003056.39,42.8397,13.0718,10.7,ML0.5,5 km SE Preci (PG)
18161261,2018-02-01T003309.88,44.7117,6.78671,0.1,ML1.1,Confine Italia-Francia (FRANCIA)
18161291,2018-02-01T004146.21,42.8453,13.0867,10.8,ML0.7,5 km SE Preci (PG)
18161311,2018-02-01T004604.53,36.5547,14.5782,1,ML2.4,Costa Ragusana (Ragusa)
18161341,2018-02-01T010235.85,44.6578,11.7662,35.1,ML2.7,6 km SW Portomaggiore (FE)
18161431,2018-02-01T012059.51,36.6218,15.1417,0.7,ML2.0,Costa Siracusana (Siracusa)
18161461,2018-02-01T012446.83,42.8612,13.0903,11.1,ML1.4,5 km E Preci (PG)
18161501,2018-02-01T014732.66,47.1813,9.99281,1.4,ML3.8,"Confine Austria-Germania (AUSTRIA, GERMANIA)"
18161611,2018-02-01T021147.38,42.9483,13.0552,4.5,ML1.3,3 km NW Visso (MC)
18161681,2018-02-01T024545.57,42.6517,13.2427,11.3,ML1.1,4 km NW Amatrice (RI)
18161721,2018-02-01T030302.84,42.7582,13.1957,10.4,ML0.8,8 km NW Accumoli (RI)
18161731,2018-02-01T031805.34,42.8893,13.0578,11.4,ML1.6,2 km NE Preci (PG)
18161801,2018-02-01T032524.99,43.0478,13.0388,7.4,ML1.2,1 km W Pieve Torina (MC)
18161821,2018-02-01T033829.3,42.9527,13.0453,8.2,ML1.3,4 km NW Visso (MC)
18161891,2018-02-01T034315.04,43.0047,13.1122,10.4,ML1.3,4 km SE Fiordimonte (MC)
18161971,2018-02-01T040002.43,43.1763,12.7768,10.3,ML0.9,6 km S Gualdo Tadino (PG)
18162011,2018-02-01T041450.87,42.8852,13.1832,10.4,ML0.4,3 km E Castelsantangelo sul Nera (MC)
18162041,2018-02-01T041950.24,35.4147,13.7805,10,ML2.6,Malta [Sea]
18162121,2018-02-01T042903.53,42.6377,13.2843,10.8,ML0.8,1 km NW Amatrice (RI)
18162171,2018-02-01T043047.63,43.2242,12.7703,10.2,ML1.3,2 km SW Gualdo Tadino (PG)
18162201,2018-02-01T043437.33,42.9548,13.1013,9.1,ML0.5,3 km NE Visso (MC)
18162241,2018-02-01T043451.65,42.6512,13.2418,11.1,ML1.6,5 km NW Amatrice (RI)
18162371,2018-02-01T044816.97,38.3917,15.5125,119.5,ML1.9,Costa Siciliana nord-orientale (Messina)
18162501,2018-02-01T050837.72,43.1725,12.7752,10.1,ML1.5,7 km S Gualdo Tadino (PG)
18162561,2018-02-01T052205.76,42.5441,3.35729,0.9,ML2.1,2 km SW Campotosto (AQ)
18162661,2018-02-01T055634.85,43.0105,12.8143,9.3,ML0.9,7 km SE Valtopina (PG)
18162741,2018-02-01T060235.88,42.6747,13.2597,11.8,ML1.1,3 km SE Accumoli (RI)
18162871,2018-02-01T061424.54,42.6547,13.3568,6.5,ML0.9,6 km E Amatrice (RI)
18163101,2018-02-01T070048.31,42.5402,13.3531,0.1,ML1.0,2 km SW Campotosto (AQ)
18163871,2018-02-01T090828.96,42.4853,13.3961,0.4,ML1.0,8 km S Campotosto (AQ)
18164001,2018-02-01T092355.28,42.5813,13.2088,8,ML0.8,6 km SE Cittareale (RI)
18164421,2018-02-01T103021.04,42.7951,3.15071,0.2,ML1.2,5 km E Norcia (PG)
18164621,2018-02-01T111204.51,43.4181,2.50711,0.1,ML0.4,6 km E Pietralunga (PG)
18165011,2018-02-01T115135.07,43.0623,13.0427,6.2,ML1.1,2 km NW Pieve Torina (MC)
18165501,2018-02-01T121504.6,42.9658,13.1833,6.3,ML0.9,4 km NE Ussita (MC)
18165841,2018-02-01T124640.19,42.9198,13.2767,17.9,ML1.5,5 km W Montemonaco (AP)
18166401,2018-02-01T133832.25,38.4802,15.3362,167,ML2.4,Tirreno Meridionale (MARE)
18166741,2018-02-01T140511.46,43.5067,12.2503,10.1,ML1.4,5 km N Cittа di Castello (PG)
18167231,2018-02-01T152452.19,43.1282,13.3335,23.7,ML2.6,2 km NE San Ginesio (MC)
18167611,2018-02-01T162104.73,42.8667,13.0345,10.9,ML0.9,1 km S Preci (PG)
18168311,2018-02-01T173653.01,43.0147,13.1437,9.6,ML1.6,3 km SW Fiastra (MC)
18168401,2018-02-01T175325.41,42.8392,13.0433,10,ML2.4,5 km S Preci (PG)
18168541,2018-02-01T181135.1,42.8381,3.04611,0,ML0.8,5 km S Preci (PG)
18168611,2018-02-01T181512.53,42.7177,12.8618,10,ML1.2,2 km E Scheggino (PG)
18168711,2018-02-01T182249.45,42.6262,13.2648,12.2,ML1.2,2 km W Amatrice (RI)
18168761,2018-02-01T182617.6,4312.99,138.2SU,"RVEY-INGVML1.9--1 km NW Monte Cavallo (MC)
",ML1.9,1 km NW Monte Cavallo (MC)
18168831,2018-02-01T184014.58,42.6248,13.2688,13.6,ML1.3,2 km W Amatrice (RI)
18168911,2018-02-01T184433.92,42.8268,13.0638,9.7,ML0.8,4 km NW Norcia (PG)
18168981,2018-02-01T185244.14,43.1413,13.3732,5.9,ML1.1,Ripe San Ginesio (MC)
18169081,2018-02-01T190628.51,43.0075,12.9983,7.7,ML1.5,1 km N Monte Cavallo (MC)
18169291,2018-02-01T192057.85,42.8392,13.0465,11,ML1.4,5 km S Preci (PG)
18169461,2018-02-01T203800.93,42.7882,12.9667,10.1,ML0.9,5 km SE Cerreto di Spoleto (PG)
18169681,2018-02-01T211454.35,42.9968,13.0053,13.4,ML1.1,Monte Cavallo (MC)
18169751,2018-02-01T211948.48,42.8567,13.8218,33.1,ML1.2,Controguerra (TE)
18170191,2018-02-01T231804.5,43.0645,13.0342,10.2,ML1.9,2 km SW Muccia (MC)
18170381,2018-02-01T234745.07,42.9548,12.9973,11.2,ML0.9,4 km S Monte Cavallo (MC)
18170751,2018-02-02T015423.56,42.4388,13.0755,10.8,ML1.2,2 km SE Micigliano (RI)
18170811,2018-02-02T020632.09,42.8562,13.7787,25.2,ML1.8,3 km W Controguerra (TE)
18170861,2018-02-02T022012.08,37.9177,16.3238,17.1,ML2.3,Costa Calabra sud-orientale (Reggio di Calabria)
18170931,2018-02-02T022311.72,37.9538,16.3178,0.8,ML2.0,Costa Calabra sud-orientale (Reggio di Calabria)
18171041,2018-02-02T030346.78,43.0638,13.0283,9.5,ML1.1,3 km SW Muccia (MC)
18171171,2018-02-02T033435.29,43.0087,13.0277,14.4,ML1.0,3 km NE Monte Cavallo (MC)
18171221,2018-02-02T033625.24,42.7592,13.1867,9.5,ML2.0,8 km E Norcia (PG)
18171321,2018-02-02T041952.35,43.0117,13.0807,9.8,ML1.6,3 km S Fiordimonte (MC)
18171611,2018-02-02T052212.44,42.7011,3.13731,3.6,ML1.4,9 km W Accumoli (RI)
18171681,2018-02-02T053336.27,42.7607,13.2648,11.7,ML1.7,3 km W Arquata del Tronto (AP)
18171741,2018-02-02T054608.71,42.9332,13.1143,8.6,ML1.4,2 km E Visso (MC)
18172381,2018-02-02T071909.97,43.1581,2.89021,0.7,ML0.6,5 km SW Fiuminata (MC)
18172911,2018-02-02T082355.09,38.1288,15.8202,49.5,ML1.4,5 km SE Santo Stefano in Aspromonte (RC)
18173071,2018-02-02T090804.46,42.7787,13.1061,0.9,ML1.8,2 km SE Norcia (PG)
18173311,2018-02-02T092513.6,42.8655,13.0922,10.5,ML0.7,5 km E Preci (PG)
18173421,2018-02-02T093836.48,42.8702,13.0598,13.6,ML1.0,2 km SE Preci (PG)
18174181,2018-02-02T110734.12,46.1902,11.1902,0.5,ML1.0,2 km E Faedo (TN)
18174201,2018-02-02T111146.44,44.3483,8.2217,0.5,ML1.2,2 km W Plodio (SV)
18174331,2018-02-02T113154.56,42.9741,3.0415.,3,ML1.2,4 km SE Monte Cavallo (MC)
18174431,2018-02-02T114138.09,42.7821,3.10181,0.5,ML1.2,1 km SE Norcia (PG)
18174581,2018-02-02T115200.29,42.9055,13.2162,7.1,ML0.9,5 km E Castelsantangelo sul Nera (MC)
18174641,2018-02-02T120048.62,42.9252,12.8655,11.1,ML1.1,6 km NW Sellano (PG)
18174831,2018-02-02T123112.96,43.5092,12.2568,9.3,ML2.2,6 km N Cittа di Castello (PG)
18174941,2018-02-02T124405.56,46.3648,10.8132,10.7,ML0.9,5 km SW Rabbi (TN)
18175091,2018-02-02T131327.69,42.9261,3.129.1,0,ML1.0,3 km E Visso (MC)
18175221,2018-02-02T133900.66,44.8527,7.00271,1,ML0.5,6 km SW Prali (TO)
18175401,2018-02-02T142244.07,42.9288,13.0818,11.8,ML0.7,1 km W Visso (MC)
18175451,2018-02-02T143901.3,44.8688,7.02651,3.5,ML1.5,3 km SW Prali (TO)
18175501,2018-02-02T144051.73,42.9278,13.0797,11.8,ML1.1,1 km W Visso (MC)
18175531,2018-02-02T144502.85,42.9251,3.119.5,0,ML1.2,2 km E Visso (MC)
18175631,2018-02-02T151207.57,42.9167,12.9679,0.8,ML1.2,4 km NE Sellano (PG)
18175831,2018-02-02T154725.25,43.0321,3.02138,0.7,ML1.3,3 km SW Pieve Torina (MC)
18175961,2018-02-02T161946.38,43.1225,13.5227,22.4,ML1.6,2 km SW Montegiorgio (FM)
18176241,2018-02-02T174407.5,42.8307,13.1967,12.5,ML0.7,8 km SE Castelsantangelo sul Nera (MC)
18176271,2018-02-02T175055.05,42.6003,13.3353,9.4,ML1.3,5 km SE Amatrice (RI)
18176361,2018-02-02T180921.92,43.0038,13.0083,8.3,ML1.5,1 km NE Monte Cavallo (MC)
18176431,2018-02-02T182358.08,42.9015,12.9062,8.2,ML0.8,2 km NW Sellano (PG)
18176531,2018-02-02T190133.11,42.8225,13.1203,9.1,ML0.7,4 km NE Norcia (PG)
18176561,2018-02-02T192806.28,42.7471,3.02271,0.4,ML1.8,3 km N Cascia (PG)
18176711,2018-02-02T200302.08,41.7338,13.7087,6.1,ML1.8,2 km E Campoli Appennino (FR)
18177041,2018-02-02T204633.4,42.5092,13.3145,14.1,ML1.0,2 km SE Capitignano (AQ)
18177541,2018-02-02T224540.93,42.5642,12.7362,8.5,ML1.6,4 km SW Arrone (TR)
18178131,2018-02-02T234453.,37.8381,4.94428,0.8,ML2.3,5 km S Randazzo (CT)
18178061,2018-02-02T234712.,37.8521,4.9482,0.4,-CTML2.9,3 km S Randazzo (CT)
18178231,2018-02-03T003348.38,43.0102,13.1249,0.2,ML1.1,4 km SW Fiastra (MC)
18178381,2018-02-03T005900.26,42.4703,13.3103,15.5,ML1.8,3 km NE Barete (AQ)
18178451,2018-02-03T010452.06,42.9662,13.2062,8.1,ML1.7,4 km SW Bolognola (MC)
18178441,2018-02-03T010452.03,42.9677,13.2047,8.1,ML1.7,4 km SW Bolognola (MC)
18178951,2018-02-03T015706.37,43.2577,13.0338,13.9,ML1.3,2 km E Matelica (MC)
18179011,2018-02-03T021636.27,42.9647,13.1987,5.7,ML0.6,4 km SW Bolognola (MC)
18179101,2018-02-03T024534.96,43.2598,13.0252,14.3,ML1.0,1 km E Matelica (MC)
18179131,2018-02-03T024614.05,43.0167,13.0432,9.1,ML1.0,3 km S Pieve Torina (MC)
18179191,2018-02-03T025152.8,42.4662,13.3053,11.5,ML1.2,2 km NE Barete (AQ)
18179231,2018-02-03T025406.92,42.4698,13.3068,11.8,ML1.3,3 km NE Barete (AQ)
18179351,2018-02-03T031902.46,42.8068,13.1812,12.3,ML1.0,7 km E Norcia (PG)
18179461,2018-02-03T033051.59,43.9793,11.7432,8.1,ML1.1,3 km W Premilcuore (FC)
18179501,2018-02-03T040828.76,43.0578,13.0652,8.4,ML0.8,2 km W Pievebovigliana (MC)
18179621,2018-02-03T045604.8,43.0003,13.0217,7.6,ML1.2,2 km E Monte Cavallo (MC)
18179701,2018-02-03T055806.77,42.7223,13.2615,10.9,ML1.3,3 km NE Accumoli (RI)
18179871,2018-02-03T064656.74,43.0147,13.1263,5,ML1.4,3 km SW Fiastra (MC)
18180061,2018-02-03T073851.33,42.4907,13.3017,13.6,ML1.6,3 km S Capitignano (AQ)
18180171,2018-02-03T075132.14,42.7673,13.2713,13.4,ML1.5,2 km W Arquata del Tronto (AP)
18181031,2018-02-03T103524.,42.7948,12.7768,8.1,ML1.8,3 km S Campello sul Clitunno (PG)
18181591,"2018-02-03T125311.68900043.317816.85319.7SURVEY-INGV-Amb4.8--Costa Croata meridionale (CROAZIA)
",43.3178,16.8531,9.7,-Amb4.8,Costa Croata meridionale (CROAZIA)
18181681,2018-02-03T131811.6,44.9961,1.63031,0.7,ML2.2,1 km E Pincara (RO)
18181761,2018-02-03T132053.03,42.8337,13.1078,9.2,ML1.5,5 km N Norcia (PG)
18182031,2018-02-03T144241.5,43.0333,13.1323,4.1,ML1.1,2 km W Fiastra (MC)
18182081,2018-02-03T145624.39,44.8652,7.02721,1.7,ML0.8,3 km SW Prali (TO)
18182351,2018-02-03T165212.28,42.3667,13.0377,8.7,ML1.6,3 km S Castel Sant'Angelo (RI)
18182431,2018-02-03T172958.26,42.8477,13.1248,9.7,ML1.1,6 km SW Castelsantangelo sul Nera (MC)
18182461,2018-02-03T181055.58,42.8432,13.0835,11.1,ML1.1,5 km SE Preci (PG)
18182511,2018-02-03T182430.96,42.8241,3.22939,0.1,ML1.5,8 km NW Arquata del Tronto (AP)
18182591,2018-02-03T190813.65,44.8687,0.01851,0.9,ML1.1,4 km SW Prali (TO)
18182621,2018-02-03T191953.21,44.2631,1.41432,4.1,ML2.0,7 km S Monterenzio (BO)
18182671,2018-02-03T201205.07,42.9348,12.9743,10.6,ML0.6,6 km NE Sellano (PG)
18182701,2018-02-03T205046.09,42.8412,13.051,0.1,ML1.2,4 km S Preci (PG)
18182751,2018-02-03T213514.26,43.0642,13.0303,8.7,ML1.7,2 km SW Muccia (MC)
18182781,2018-02-03T214552.52,42.9555,12.9003,10.9,ML1.4,8 km NW Sellano (PG)
18182841,2018-02-03T224258.,42.8102,13.1118,10.9,ML1.6,2 km NE Norcia (PG)
18183011,2018-02-03T233809.63,42.8277,13.0413,10.7,ML1.5,6 km NW Norcia (PG)
18183171,2018-02-04T002200.,42.8038,13.1212,8.1,ML1.6,3 km E Norcia (PG)
18183221,2018-02-04T002332.79,43.0207,13.0227,8.2,ML1.9,3 km NE Monte Cavallo (MC)
18183271,2018-02-04T002913.57,42.9535,13.1422,10.3,ML1.7,1 km N Ussita (MC)
18183301,2018-02-04T005841.05,42.8818,13.0658,9.6,ML1.6,2 km E Preci (PG)
18183481,2018-02-04T012750.33,43.1062,13.3858,21.3,ML1.9,1 km NW Sant'Angelo in Pontano (MC)
18183541,2018-02-04T014216.53,42.6851,3.24912,0.2,ML1.8,1 km S Accumoli (RI)
18183651,2018-02-04T021901.24,42.4437,13.4295,8.8,ML1.0,10 km N L'Aquila (AQ)
18183691,2018-02-04T023325.66,43.0188,13.0217,8.3,ML2.0,3 km NE Monte Cavallo (MC)
18183811,2018-02-04T030259.53,42.2563,13.5842,8.7,ML2.8,1 km E Fagnano Alto (AQ)
18183861,2018-02-04T030551.64,42.2602,13.5753,8.1,ML1.6,1 km N Fagnano Alto (AQ)
18183911,2018-02-04T031017.25,42.2633,13.5787,8.1,ML1.6,1 km N Fagnano Alto (AQ)
18183951,2018-02-04T031200.22,42.8773,13.061,0.7,ML1.1,2 km E Preci (PG)
18184091,2018-02-04T034242.36,43.0717,13.4148,26,ML1.3,2 km NW Penna San Giovanni (MC)
18184211,2018-02-04T035842.53,42.9157,13.1082,8.6,ML1.3,2 km SE Visso (MC)
18184321,2018-02-04T040253.05,43.0147,13.0178,8.4,ML1.7,3 km NE Monte Cavallo (MC)
18184431,2018-02-04T041911.16,42.9133,13.7105,25.6,ML2.0,2 km NW Castorano (AP)
18184521,2018-02-04T042511.29,43.0555,13.3932,28.5,ML2.0,3 km W Penna San Giovanni (MC)
18184571,2018-02-04T043030.74,42.8938,13.0343,12.3,ML1.0,2 km N Preci (PG)
18184631,2018-02-04T051637.03,42.6707,13.2153,12.5,ML0.8,4 km SW Accumoli (RI)
18184741,2018-02-04T063146.38,41.7468,14.2405,13.8,ML1.6,4 km SW Vastogirardi (IS)
18184791,2018-02-04T063719.2,42.7023,13.2181,2,ML1.5,3 km W Accumoli (RI)
18184831,2018-02-04T070008.07,42.6843,13.1937,12.7,ML1.2,5 km W Accumoli (RI)
18184901,2018-02-04T070756.4,42.6302,13.3002,10.6,ML2.0,1 km E Amatrice (RI)
18185001,2018-02-04T072309.95,42.6365,13.3153,11.5,ML1.2,2 km E Amatrice (RI)
18185031,2018-02-04T073306.67,42.6312,13.3237,10.9,ML1.2,3 km E Amatrice (RI)
18185081,2018-02-04T073638.73,44.8658,7.01421,0.9,Md1.2,4 km SW Prali (TO)
18185091,2018-02-04T075625.93,44.877.,19712,0,ML1.4,3 km SW Prali (TO)
18185171,2018-02-04T080654.6,42.7187,13.1502,9.6,ML1.4,8 km W Accumoli (RI)
18185241,2018-02-04T080919.31,44.8657,7.01812,0,ML0.9,4 km SW Prali (TO)
18185291,2018-02-04T083203.13,42.2587,13.5643,9,ML1.4,1 km W Fagnano Alto (AQ)
18185411,2018-02-04T084528.38,42.7785,13.2685,10.8,ML1.0,2 km W Arquata del Tronto (AP)
18185451,2018-02-04T091229.12,44.8677,7.01471,1.1,Md1.2,4 km SW Prali (TO)
18185551,2018-02-04T092402.42,42.8421,3.11871,0.5,ML1.1,6 km NE Norcia (PG)
18185581,2018-02-04T092738.69,42.9338,13.0318,12.4,ML1.0,5 km W Visso (MC)
18185621,2018-02-04T092808.91,42.7578,13.0035,10.2,ML1.2,4 km N Cascia (PG)
18185751,2018-02-04T095017.7,42.9893,13.0825,9.8,ML1.5,5 km S Fiordimonte (MC)
18185811,2018-02-04T095522.35,42.8057,13.1412,10.5,ML0.8,4 km E Norcia (PG)
18185931,2018-02-04T101357.15,42.8007,13.1078,11,ML1.3,1 km NE Norcia (PG)
18186041,2018-02-04T103630.34,42.7715,13.2727,13.4,ML0.6,2 km W Arquata del Tronto (AP)
18186111,2018-02-04T105148.98,42.9773,12.9887,10.3,ML0.8,2 km SW Monte Cavallo (MC)
18186201,2018-02-04T111727.35,43.0255,13.0428,6.4,ML1.2,2 km SW Pieve Torina (MC)
18186291,2018-02-04T113542.94,42.6643,13.3473,11.1,ML1.4,6 km NE Amatrice (RI)
18186311,2018-02-04T113543.24,42.6903,13.2942,8.8,ML1.4,4 km E Accumoli (RI)
18186361,2018-02-04T115441.12,42.8343,13.0633,10.4,ML1.3,5 km NW Norcia (PG)
18186401,2018-02-04T120123.94,42.9031,3.20151,4,ML1.2,4 km E Castelsantangelo sul Nera (MC)
18186431,2018-02-04T120240.89,40.8153,15.3247,11.2,ML1.6,Castelnuovo di Conza (SA)
18186491,2018-02-04T123203.83,42.6513,13.2962,10.8,ML1.8,2 km N Amatrice (RI)
18186541,2018-02-04T123811.76,42.6647,13.3063,12,ML1.3,4 km NE Amatrice (RI)
18186551,2018-02-04T124514.86,42.6613,13.3017,11.2,ML2.0,4 km N Amatrice (RI)
18186621,2018-02-04T124533.88,42.6538,13.2992,11.1,Mw3.2,3 km NE Amatrice (RI)
18186691,2018-02-04T124646.51,42.6691,3.29481,1.3,ML2.4,4 km N Amatrice (RI)
18186821,2018-02-04T125949.08,43.0822,13.0462,9.8,ML1.1,Muccia (MC)
18186921,2018-02-04T131626.03,42.6687,13.2983,11.1,ML1.3,4 km N Amatrice (RI)
18187411,2018-02-04T142256.34,42.8088,13.0952,10.6,ML1.0,2 km N Norcia (PG)
18187431,2018-02-04T142553.73,42.8127,13.1047,10.9,ML1.5,2 km NE Norcia (PG)
18187771,2018-02-04T152045.73,42.4483,13.4392,8.8,ML1.4,11 km NE L'Aquila (AQ)
18187821,2018-02-04T152145.07,42.4467,13.4303,8.9,ML1.6,11 km N L'Aquila (AQ)
18188701,2018-02-04T173147.26,42.8892,13.1133,10.3,ML1.3,3 km W Castelsantangelo sul Nera (MC)
18188761,2018-02-04T173333.97,41.7425,14.2973,14.9,ML1.1,3 km N Carovilli (IS)
18188831,2018-02-04T174606.98,43.0128,13.0107,8.1,ML1.2,2 km NE Monte Cavallo (MC)
18188911,2018-02-04T175710.62,42.7542,13.1933,11.1,ML1.7,8 km NW Accumoli (RI)
18188981,2018-02-04T180118.78,42.7493,13.1967,8.2,ML1.2,7 km NW Accumoli (RI)
18189071,2018-02-04T181327.39,42.5241,3.32671,4.6,ML1.6,2 km E Capitignano (AQ)
18189501,2018-02-04T185743.17,45.7017,10.5905,10.6,ML2.7,6 km W Gargnano (BS)
18189771,2018-02-04T200438.43,44.4053,10.4083,10,ML1.6,4 km S Castelnovo ne' Monti (RE)
18189881,2018-02-04T204405.85,42.5018,13.3947,10.2,ML1.1,7 km SE Campotosto (AQ)
18189901,2018-02-04T204913.59,42.9912,13.1438,11.9,ML0.9,5 km SW Acquacanina (MC)
18189971,2018-02-04T205851.99,42.7183,13.2528,11,ML1.0,3 km N Accumoli (RI)
18190031,2018-02-04T214234.05,43.0053,13.1368,8.1,ML1.0,4 km SW Fiastra (MC)
18190061,2018-02-04T214856.78,42.7077,13.1508,11.3,ML0.7,8 km W Accumoli (RI)
18190131,2018-02-04T221347.04,41.7468,14.2432,16.4,ML1.3,3 km SW Vastogirardi (IS)
18190161,2018-02-04T221429.49,46.3168,13.1288,9.3,ML0.8,2 km E Bordano (UD)
18190231,2018-02-04T222306.39,41.7372,14.2612,17.5,ML0.9,4 km NW Carovilli (IS)
18190311,2018-02-04T225421.24,42.0218,14.1227,12.4,ML1.6,4 km NW Lettopalena (CH)
18190381,2018-02-04T230014.7,43.0678,13.0283,10.1,ML1.3,2 km SW Muccia (MC)
18190431,2018-02-04T230215.81,43.0672,13.0279,0.4,ML1.7,2 km SW Muccia (MC)
18190601,2018-02-05T013759.61,41.6985,13.8467,24.9,ML1.3,3 km E San Donato Val di Comino (FR)
18190611,2018-02-05T015352.45,44.2643,11.0588,10.7,ML1.0,5 km E Castel d'Aiano (BO)
18190641,2018-02-05T015426.21,42.5017,13.3038,11.1,ML0.6,2 km S Capitignano (AQ)
18190691,2018-02-05T020446.61,46.7707,10.2195,12,ML1.2,"V3 Val Venosta (ITALIA, SVIZZERA, AUSTRIA)"
18190731,2018-02-05T020714.28,42.9152,13.1838,10.6,ML0.5,3 km NE Castelsantangelo sul Nera (MC)
18190751,2018-02-05T022249.65,42.6628,13.3042,11.5,ML1.0,4 km NE Amatrice (RI)
18190791,2018-02-05T024903.92,43.2877,12.7683,10.7,ML1.1,1 km SE Fossato di Vico (PG)
18190901,2018-02-05T025343.85,42.6497,13.1171,1.6,ML1.1,5 km NW Cittareale (RI)
18190931,2018-02-05T025719.79,42.7755,12.7618,9.9,ML1.2,5 km NE Spoleto (PG)
18190981,2018-02-05T033028.01,42.8992,13.0222,10.3,ML0.8,3 km NW Preci (PG)
18191031,2018-02-05T040324.65,42.7925,13.1747,10.8,ML1.6,7 km E Norcia (PG)
18191131,2018-02-05T043435.85,42.8913,.13429.,9,ML1.3,2 km W Castelsantangelo sul Nera (MC)
18191191,2018-02-05T043827.37,43.4331,2.77081,2.9,ML1.1,7 km S Serra Sant'Abbondio (PU)
18191251,2018-02-05T044531.92,42.6653,13.3118,12.2,ML1.2,4 km NE Amatrice (RI)
18191301,2018-02-05T045208.92,42.6647,13.3171,1,ML1.1,4 km NE Amatrice (RI)
18191401,2018-02-05T050420.81,44.8655,7.02431,1.1,ML0.9,4 km SW Prali (TO)
18191461,2018-02-05T052251.83,41.7313,13.7028,1.8,ML2.1,2 km E Campoli Appennino (FR)
18191521,2018-02-05T052653.18,42.5358,13.3962,8.8,ML1.1,3 km SE Campotosto (AQ)
18191651,2018-02-05T060556.72,42.7187,13.2503,10.4,ML1.0,3 km N Accumoli (RI)
18191741,2018-02-05T064314.41,43.6008,11.0095,9.8,ML1.5,3 km E Castelfiorentino (FI)
18191951,2018-02-05T071010.41,42.6517,13.3033,11.3,ML0.9,3 km NE Amatrice (RI)
18192131,2018-02-05T075316.74,38.1598,15.0492,10.9,ML0.9,Costa Siciliana nord-orientale (Messina)
18192151,2018-02-05T080122.56,46.7403,10.7422,11.3,ML1.9,13 km N Silandro (BZ)
18192231,2018-02-05T082125.18,38.1697,15.1788,10.8,ML1.5,Costa Siciliana nord-orientale (Messina)
18192561,2018-02-05T093538.28,40.7531,5.40281,0.6,ML1.2,5 km SW Castelgrande (PZ)
18192681,2018-02-05T095407.18,42.5078,13.2997,14.6,ML1.2,1 km S Capitignano (AQ)
18192701,2018-02-05T100133.15,44.1088,11.4461,0.7,ML1.5,5 km E Firenzuola (FI)
18192761,2018-02-05T101052.33,42.8728,12.9943,10.2,ML1.2,4 km W Preci (PG)
18192821,2018-02-05T101937.29,42.8688,12.9587,11.6,ML0.9,3 km SE Sellano (PG)
18192901,2018-02-05T105009.04,42.8568,12.9577,10.8,ML1.1,4 km SE Sellano (PG)
18193171,2018-02-05T114945.05,38.0581,5.7937.,4,ML0.8,4 km SE Cardeto (RC)
18193271,2018-02-05T120459.5,42.8512,13.0127,7.2,ML0.4,4 km SW Preci (PG)
18193411,2018-02-05T123321.78,42.5102,13.2877,14.1,ML1.4,2 km SW Capitignano (AQ)
18193511,2018-02-05T124252.82,42.6913,13.3397,12.6,ML0.6,7 km E Accumoli (RI)
18193561,2018-02-05T124507.89,42.9542,13.1498,8.5,ML1.5,1 km NE Ussita (MC)
18193601,2018-02-05T124814.81,42.9228,13.1063,9.6,ML1.1,2 km SE Visso (MC)
18193631,2018-02-05T124843.66,42.9458,13.1627,12.8,ML1.3,2 km E Ussita (MC)
