ID,date_time,lat,lon,depth(km),magnitude,origin
18099401,"2018-01-23T093143.478
",55.9055,-149.04,910.2,Mw7.6,United States [Sea]
18099581,2018-01-23T100455.81,43.3377,13.2245,5.6,ML1.3,4 km S Cingoli (MC)
18099731,2018-01-23T112308.93,42.4525,13.3037,14.2,ML1.1,2 km E Barete (AQ)
18099791,2018-01-23T113820.98,42.4627,13.2777,15.5,ML1.2,1 km NW Barete (AQ)
18099841,2018-01-23T114426.73,42.4622,13.2865,12.3,ML1.3,1 km NE Barete (AQ)
18099861,2018-01-23T114819.42,41.6055,13.9263,13.3,ML1.5,1 km S San Biagio Saracinisco (FR)
18099941,2018-01-23T115359.05,42.7347,13.2282,11.6,ML0.8,5 km NW Accumoli (RI)
18100041,2018-01-23T124158.07,39.4837,15.6127,259.9,ML2.8,Costa Calabra nord-occidentale (Cosenza)
18100131,2018-01-23T124618.78,43.0742,12.7722,9.5,ML1.0,2 km NE Valtopina (PG)
18100241,2018-01-23T133835.14,42.7118,13.2842,14.3,ML1.0,3 km NE Accumoli (RI)
18100321,2018-01-23T135513.34,43.1317,12.9967,11,ML1.4,4 km E Sefro (MC)
18100591,2018-01-23T143424.73,43.1732,13.0318,12.4,ML0.9,4 km E Pioraco (MC)
18100721,2018-01-23T144219.8,42.971,13.0292,7.9,ML1.2,3 km SE Monte Cavallo (MC)
18100841,2018-01-23T150245.82,42.4377,13.3057,12,ML2.0,1 km E Pizzoli (AQ)
18101031,2018-01-23T151210.4,44.0802,11.4453,9.8,ML0.7,7 km SE Firenzuola (FI)
18101321,2018-01-23T160455.21,42.7422,13.3903,15.7,ML1.2,4 km SW Acquasanta Terme (AP)
18101751,2018-01-23T173316.16,43.0555,13.0218,9.4,ML1.4,3 km W Pieve Torina (MC)
18102011,2018-01-23T181103.9,46.4998,13.2648,10.1,ML1.5,3 km W Pontebba (UD)
18102121,2018-01-23T183009.5,43.275,12.711,11.2,ML1.4,5 km W Fossato di Vico (PG)
18102261,2018-01-23T185448.96,42.8432,12.9763,11,ML1.3,5 km E Cerreto di Spoleto (PG)
18102411,2018-01-23T194159.44,43.0662,13.0368,9.4,ML0.9,2 km SW Muccia (MC)
18102451,2018-01-23T195029.98,42.7331,13.3923,15,ML1.3,4 km SW Acquasanta Terme (AP)
18102571,2018-01-23T201328.58,42.7172,13.1945,10.2,ML1.5,5 km W Accumoli (RI)
18102661,2018-01-23T203942.36,42.7288,13.2032,10.6,ML1.2,5 km NW Accumoli (RI)
18102761,2018-01-23T205047.67,42.4588,13.2953,12.9,ML1.4,1 km NE Barete (AQ)
18102791,2018-01-23T205946.42,42.922,13.0148,11.7,ML1.0,5 km NW Preci (PG)
18102881,2018-01-23T210707.16,38.1667,15.8427,13.8,ML0.9,5 km E Santo Stefano in Aspromonte (RC)
18102951,2018-01-23T212509.96,43.4908,12.2847,9.4,ML1.5,5 km NE Cittа di Castello (PG)
18103031,2018-01-23T214244.17,46.2977,13.0362,10.3,ML1.0,3 km W Trasaghis (UD)
18103041,2018-01-23T215026.13,42.9797,13.0315,8.6,ML1.9,3 km SE Monte Cavallo (MC)
18103181,2018-01-23T221825.89,42.9962,13.119,10,ML1.6,5 km SE Fiordimonte (MC)
18103451,2018-01-23T235554.89,41.6573,15.9168,28.7,Md2.0,3 km N Manfredonia (FG)
18103491,2018-01-24T000935.11,42.4513,13.3002,14.9,ML1.6,1 km E Barete (AQ)
18103651,2018-01-24T002406.58,41.8338,13.5362,8.6,ML0.9,1 km E San Vincenzo Valle Roveto (AQ)
18103701,2018-01-24T005801.88,42.7078,13.2712,12.5,ML1.2,2 km NE Accumoli (RI)
18103961,2018-01-24T024000.46,42.7533,13.1828,10.6,ML1.1,8 km NW Accumoli (RI)
18103991,2018-01-24T025152.7,42.4518,13.2923,13.5,ML1.9,1 km E Barete (AQ)
18104041,2018-01-24T025404.27,46.129,13.6217,15.4,ML1.2,3 km E Stregna (UD)
18104111,2018-01-24T025748.43,42.4532,13.2837,14.1,ML1.6,Barete (AQ)
18104211,2018-01-24T030538.26,43.0518,12.88,8,ML1.2,6 km W Serravalle di Chienti (MC)
18104311,2018-01-24T032516.37,42.7873,13.0862,11.2,ML0.9,1 km SW Norcia (PG)
18104531,2018-01-24T045100.15,42.7697,13.1622,11,ML1.1,6 km E Norcia (PG)
18104581,2018-01-24T050247.53,42.7998,13.1247,9.5,ML1.0,3 km E Norcia (PG)
18104811,2018-01-24T063043.67,42.6512,13.1562,11.1,ML1.5,4 km N Cittareale (RI)
18104921,2018-01-24T070759.12,42.7407,13.3917,15.5,ML1.5,4 km SW Acquasanta Terme (AP)
18104971,2018-01-24T072453.7,42.8578,13.0553,10,ML1.3,3 km SE Preci (PG)
18105081,2018-01-24T074624.7,42.7268,13.2738,10,ML1.1,4 km NE Accumoli (RI)
18105121,2018-01-24T075035.95,42.7407,13.2607,11.1,ML1.3,5 km SW Arquata del Tronto (AP)
18105161,2018-01-24T075458.74,42.6968,13.1507,11.1,ML0.9,8 km W Accumoli (RI)
18105351,2018-01-24T083010.15,43.7563,12.0948,23.5,ML0.7,6 km SW Casteldelci (RN)
18105471,2018-01-24T090034.89,42.5715,13.2631,3.9,ML1.3,5 km N Montereale (AQ)
18105791,2018-01-24T101815.67,37.8188,13.9587,3.2,ML1.7,4 km W Polizzi Generosa (PA)
18106001,"2018-01-24T105119.01500041.0977142.43219.5SURVEY-INGV-AMwp6.4--Japan [Sea]
",41.0977,142.432,19.5,-AMwp6.4,Japan [Sea]
18106041,2018-01-24T105545.83,42.9761,3.10031,0.1,ML1.0,5 km NW Ussita (MC)
18106101,2018-01-24T105721.17,42.9117,11.1842,20.3,ML1.3,8 km W Campagnatico (GR)
18106071,2018-01-24T105759.97,42.9892,13.0217,6.3,ML0.8,2 km E Monte Cavallo (MC)
18106191,2018-01-24T110857.01,44.3442,8.47728,0.6,ML1.2,3 km W Albisola Superiore (SV)
18106311,2018-01-24T112256.85,44.3262,8.27021,0.2,ML1.4,1 km W Pallare (SV)
18106491,2018-01-24T120915.54,42.9475,13.0487,8.8,ML1.4,4 km W Visso (MC)
18106561,2018-01-24T121139.39,42.9482,13.0475,8.3,ML1.5,4 km W Visso (MC)
18106611,2018-01-24T123810.82,42.9778,13.1187,7.8,ML0.2,4 km NW Ussita (MC)
18106851,2018-01-24T133156.99,43.0098,12.9935,8.8,ML1.2,2 km NW Monte Cavallo (MC)
18106961,2018-01-24T134247.32,43.0162,13.0065,7,ML1.4,2 km N Monte Cavallo (MC)
18107011,2018-01-24T134419.25,43.0173,13.0018,7.3,ML1.2,3 km N Monte Cavallo (MC)
18107101,2018-01-24T135308.3,37.7261,4.9331.,2,-CTML1.7,11 km N Ragalna (CT)
18107341,2018-01-24T141046.94,43.4792,6.98251,0,ML1.9,Costa Francese (FRANCIA)
18107421,2018-01-24T142140.18,43.3352,13.2658,4.1,ML1.3,5 km NW Treia (MC)
18107501,2018-01-24T143226.78,42.7943,13.0663,11.1,ML1.1,2 km W Norcia (PG)
18107541,2018-01-24T144521.92,42.9078,13.0217,10.7,ML1.2,3 km NW Preci (PG)
18107781,2018-01-24T154230.38,37.9863,15.0663,7.8,ML0.7,6 km SE Montalbano Elicona (ME)
18107811,2018-01-24T154350.52,42.9058,12.8288,10.6,ML0.8,7 km E Trevi (PG)
18107931,2018-01-24T155228.25,41.7375,14.2312,18.8,ML1.2,4 km N Roccasicura (IS)
18107901,2018-01-24T155249.1,41.7505,14.2663,14.4,ML1.6,3 km S Vastogirardi (IS)
18107941,2018-01-24T160029.32,43.0873,13.6171,0.2,Md1.3,1 km W Monte Giberto (FM)
18108051,2018-01-24T161749.82,43.1113,12.8382,9.6,ML0.6,4 km E Nocera Umbra (PG)
18108071,2018-01-24T162155.21,42.8562,13.0562,9.6,ML1.4,3 km SE Preci (PG)
18108141,2018-01-24T163327.75,42.9981,3.02128,0.6,ML0.9,2 km E Monte Cavallo (MC)
18108271,2018-01-24T163645.49,42.5847,13.3245,13,ML0.8,5 km NW Campotosto (AQ)
18108401,2018-01-24T170917.37,42.8908,13.1308,11,ML0.6,2 km W Castelsantangelo sul Nera (MC)
18108461,2018-01-24T172053.63,42.4468,13.3053,16.6,Md1.5,1 km NE Pizzoli (AQ)
18108601,2018-01-24T181115.62,42.7793,13.2487,11.1,ML0.7,4 km W Arquata del Tronto (AP)
18108781,2018-01-24T185527.28,44.5496,0.87381,0.4,ML1.2,Confine Italia-Francia (FRANCIA)
18108811,2018-01-24T185724.57,44.5515,6.90421,1.1,ML0.9,10 km W Bellino (CN)
18108861,2018-01-24T190436.42,42.8572,13.0918,10.6,ML1.2,5 km SE Preci (PG)
18108921,2018-01-24T191032.93,42.5792,13.3292,13.3,ML1.0,4 km NW Campotosto (AQ)
18108991,2018-01-24T194923.46,42.1422,13.4812,14.3,ML0.9,3 km W Ovindoli (AQ)
18109021,2018-01-24T200635.39,43.0192,13.0215,9.5,ML1.0,3 km NE Monte Cavallo (MC)
18109111,2018-01-24T202617.97,42.1427,13.4828,11.1,ML0.9,3 km W Ovindoli (AQ)
18109071,2018-01-24T202655.63,42.6293,13.2068,12.6,ML1.2,4 km E Cittareale (RI)
18109161,2018-01-24T204113.76,42.1493,13.4681,4.5,ML1.1,5 km W Ovindoli (AQ)
18109291,2018-01-24T212348.17,41.7355,14.2652,16,ML0.5,3 km NW Carovilli (IS)
18109371,2018-01-24T213946.83,38.9838,15.6535,191.5,ML2.7,Tirreno Meridionale (MARE)
18109411,2018-01-24T214426.09,39.7608,16.2843,8.1,ML1.5,4 km SW Cassano all'Ionio (CS)
18109491,2018-01-24T222519.76,42.6548,12.6832,8,ML1.4,9 km NW Montefranco (TR)
18109621,2018-01-24T224633.67,46.3198,12.8818,10,ML0.7,7 km E Tramonti di Sopra (PN)
18109581,2018-01-24T224737.66,42.4803,13.3162,11.2,ML1.0,4 km NE Barete (AQ)
18109661,2018-01-24T230035.6,41.0773,15.2037,17.2,ML1.3,1 km N San Sossio Baronia (AV)
18109701,2018-01-24T230757.8,43.1847,12.8567,10.9,ML2.0,6 km W Fiuminata (MC)
18109781,2018-01-24T232222.98,41.4998,15.0143,25.9,ML1.2,3 km S San Marco la Catola (FG)
18109941,2018-01-25T001218.47,43.0332,13.0067,8.6,ML1.7,4 km W Pieve Torina (MC)
18110031,2018-01-25T001327.18,41.7473,14.2977,17,ML1.3,4 km N Carovilli (IS)
18110141,2018-01-25T010634.86,43.0512,13.0287,8.2,ML1.8,2 km W Pieve Torina (MC)
18110161,"2018-01-25T011559.5330008.1914191.708610.2SURVEY-INGV-AMwp6.0--India [Sea]
",8.19141,91.7086,10.2,-AMwp6.0,India [Sea]
18110281,2018-01-25T013003.56,42.4707,13.3597,12.8,ML1.2,6 km NE Pizzoli (AQ)
18110331,2018-01-25T013222.76,42.8535,13.2027,10.1,ML1.8,6 km SE Castelsantangelo sul Nera (MC)
18110401,2018-01-25T020727.81,41.1127,15.2462,16.1,ML1.5,4 km W Anzano di Puglia (FG)
18110471,"2018-01-25T021037.10200055.4133166.44510.2SURVEY-INGV-AMwp6.3--Russia [Sea]
",55.4133,166.445,10.2,-AMwp6.3,Russia [Sea]
18110501,2018-01-25T022545.28,43.0197,13.0147,8.3,ML1.7,3 km NE Monte Cavallo (MC)
18110641,2018-01-25T040058.2,37.6802,14.9665,6.8,ML1.8,6 km NE Ragalna (CT)
18110671,2018-01-25T040147.85,44.4758,10.2628,22.8,ML1.3,6 km W Vetto (RE)
18110801,2018-01-25T043341.34,42.9547,13.0278,10.6,ML1.2,5 km SE Monte Cavallo (MC)
18110871,2018-01-25T043553.68,43.0047,13.1267,8.7,ML0.9,4 km SW Fiastra (MC)
18111021,2018-01-25T062010.62,44.7598,6.62189,0.9,ML1.2,Confine Italia-Francia (FRANCIA)
18111181,2018-01-25T064108.08,42.4465,13.2962,11.1,ML1.3,1 km N Pizzoli (AQ)
18111231,2018-01-25T064814.45,42.4541,3.29931,4.3,ML1.4,1 km E Barete (AQ)
18111281,2018-01-25T065301.13,42.4475,13.3062,12.2,ML1.1,1 km NE Pizzoli (AQ)
18111401,2018-01-25T072749.76,39.7637,16.2302,0.7,ML0.7,6 km SE Castrovillari (CS)
18111441,2018-01-25T073421.83,43.9788,11.8852,10.4,ML1.0,3 km SW Galeata (FC)
18111631,2018-01-25T081154.41,42.8707,13.2877,15.5,ML0.5,5 km SW Montemonaco (AP)
18111741,2018-01-25T082929.21,43.9783,11.8937,10,ML1.3,3 km SW Galeata (FC)
18111771,2018-01-25T083314.6,43.2455,12.8082,10.7,ML0.8,2 km NE Gualdo Tadino (PG)
18111931,2018-01-25T085047.15,43.0285,13.1075,0.4,ML0.5,2 km SE Fiordimonte (MC)
18111981,2018-01-25T085213.38,42.7848,13.1588,10.7,ML1.4,5 km E Norcia (PG)
18112041,2018-01-25T090908.66,42.8587,13.2738,16,ML0.6,5 km W Montegallo (AP)
18112141,2018-01-25T092045.07,42.7553,13.1908,7.1,ML0.8,8 km NW Accumoli (RI)
18112221,2018-01-25T093153.34,42.1457,13.4797,12.4,ML1.4,3 km W Ovindoli (AQ)
18112411,2018-01-25T095846.92,43.0667,13.0273,9.5,ML1.9,2 km SW Muccia (MC)
18112491,2018-01-25T100650.85,42.7063,13.2403,10.4,ML1.5,1 km NW Accumoli (RI)
18112671,2018-01-25T103126.51,43.0668,13.0373,9.8,ML1.3,2 km SW Muccia (MC)
18112831,2018-01-25T105529.88,43.1335,13.1962,9.8,ML0.7,3 km W Caldarola (MC)
18112991,2018-01-25T112338.5,42.7131,3.27751,1.7,ML0.9,3 km NE Accumoli (RI)
18113091,2018-01-25T113128.08,42.9843,13.1553,10.3,ML1.1,5 km N Ussita (MC)
18113241,2018-01-25T115206.86,42.8688,13.2803,15.3,ML1.3,5 km NW Montegallo (AP)
18113321,2018-01-25T120517.08,42.4647,13.3053,14.6,ML1.3,2 km NE Barete (AQ)
18113361,2018-01-25T120756.85,42.4427,13.3027,11.2,ML0.8,1 km NE Pizzoli (AQ)
18113461,2018-01-25T122205.69,42.8697,13.2828,14.2,ML1.5,5 km SW Montemonaco (AP)
18113541,2018-01-25T122323.53,42.9525,13.0438,8.3,ML1.3,4 km NW Visso (MC)
18113651,2018-01-25T124248.37,42.6938,13.2652,9.6,ML1.2,1 km E Accumoli (RI)
18113861,2018-01-25T132521.27,43.8197,10.8778,7.3,ML1.4,1 km S Larciano (PT)
18114041,2018-01-25T135324.12,42.4472,13.2825,16,ML1.2,1 km S Barete (AQ)
18114101,2018-01-25T140241.72,38.4532,15.89.7,0,ML2.0,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)"
18114201,2018-01-25T142244.57,42.4445,13.2992,14.6,ML1.3,1 km N Pizzoli (AQ)
18114521,2018-01-25T153120.63,46.5271,0.37956,0.2,ML1.0,6 km N Bormio (SO)
18114561,2018-01-25T153735.91,42.1468,13.4832,15.3,ML1.2,3 km W Ovindoli (AQ)
18114731,2018-01-25T160741.85,42.9507,12.9967,13.8,ML1.4,5 km S Monte Cavallo (MC)
18114851,2018-01-25T162219.48,42.9298,13.0178,11.1,ML1.2,6 km W Visso (MC)
18115131,2018-01-25T165707.1,43.1808,13.4088,24,ML1.3,2 km NW Loro Piceno (MC)
18115411,2018-01-25T173004.26,42.8692,13.2833,16.2,ML1.3,5 km SW Montemonaco (AP)
18115451,2018-01-25T173232.38,43.0527,13.0367,10.1,ML0.9,1 km NW Pieve Torina (MC)
18115711,2018-01-25T190119.78,42.6213,.27477.,4,ML0.9,2 km SW Amatrice (RI)
18115761,2018-01-25T190647.29,43.0518,13.0312,8.6,ML1.5,2 km W Pieve Torina (MC)
18115851,2018-01-25T192028.75,46.6463,9.85031,0.9,ML0.8,Svizzera (SVIZZERA)
18115921,2018-01-25T195740.5,43.0721,1.23775,0.9,ML1.1,9 km NE Roccastrada (GR)
18115961,2018-01-25T195904.73,42.4453,13.3158,11.1,ML0.9,2 km NE Pizzoli (AQ)
18116111,2018-01-25T203307.25,38.3977,15.4063,121.2,ML2.1,Costa Siciliana nord-orientale (Messina)
18116141,2018-01-25T204739.5,43.3462,12.7338,14.5,ML1.2,2 km NW Sigillo (PG)
18116201,2018-01-25T205021.89,42.6835,13.1952,10.5,ML0.7,5 km W Accumoli (RI)
18116251,2018-01-25T205728.06,42.8953,13.0891,0,ML0.9,4 km S Visso (MC)
18116301,2018-01-25T211138.14,42.2997,13.5267,9.1,ML1.4,1 km N Sant'Eusanio Forconese (AQ)
18116371,2018-01-25T211502.84,42.8437,13.1363,13.2,ML1.3,6 km S Castelsantangelo sul Nera (MC)
18116401,2018-01-25T212102.85,42.5541,3.32252,0,ML1.2,4 km W Campotosto (AQ)
18116441,2018-01-25T212233.55,43.0793,11.2247,10.5,ML1.4,8 km SE Monticiano (SI)
18116481,2018-01-25T212639.73,42.4455,13.2961,3,ML1.0,1 km N Pizzoli (AQ)
18116501,2018-01-25T213044.47,42.0535,13.2107,10.2,ML1.0,4 km W Tagliacozzo (AQ)
18116561,2018-01-25T214023.3,46.3207,12.8642,9.9,ML1.6,6 km E Tramonti di Sopra (PN)
18116601,2018-01-25T214324.19,39.3425,15.8258,68.3,ML1.9,Costa Calabra nord-occidentale (Cosenza)
18116641,2018-01-25T215120.89,42.8037,13.0765,11.1,ML1.4,2 km NW Norcia (PG)
18116791,2018-01-25T222352.15,43.0572,13.0493,8.9,ML0.7,1 km N Pieve Torina (MC)
18116841,2018-01-25T222408.43,42.9693,13.1877,8.4,ML1.1,4 km SW Bolognola (MC)
18116891,2018-01-25T224159.8,42.8168,13.0728,10.9,ML0.8,3 km NW Norcia (PG)
18116921,2018-01-25T230724.63,41.3612,14.3771,3.3,ML1.2,1 km NE Piedimonte Matese (CE)
18116971,2018-01-25T234125.89,42.6102,13.2911,0.8,ML1.8,2 km S Amatrice (RI)
18117071,2018-01-26T000229.58,43.0117,13.0007,8.6,ML1.3,2 km N Monte Cavallo (MC)
18117151,2018-01-26T002632.37,42.6302,13.1431,2.7,ML1.2,2 km NW Cittareale (RI)
18117281,2018-01-26T012719.34,41.7483,14.2391,6.4,ML1.3,3 km SW Vastogirardi (IS)
18117401,2018-01-26T020944.97,43.3995,12.5962,10.6,ML1.2,5 km N Gubbio (PG)
18117441,2018-01-26T021818.54,42.8385,13.0612,10.1,ML1.1,5 km SE Preci (PG)
18117551,2018-01-26T024520.27,39.7455,16.2608,7,ML1.1,7 km SW Cassano all'Ionio (CS)
18117571,2018-01-26T025358.18,42.5715,13.3495,9.1,ML1.2,2 km NW Campotosto (AQ)
18117631,2018-01-26T030454.94,42.8338,13.1952,11.5,ML0.7,8 km SE Castelsantangelo sul Nera (MC)
18117661,2018-01-26T030830.34,42.8343,13.1961,2.2,ML1.5,8 km SE Castelsantangelo sul Nera (MC)
18117731,2018-01-26T032212.02,43.0678,13.0302,9.4,ML0.8,2 km SW Muccia (MC)
18117811,2018-01-26T033830.51,46.4992,12.9408,7.9,ML1.5,3 km SE Ravascletto (UD)
18117841,2018-01-26T040211.42,42.7181,3.26451,0.9,ML1.0,3 km NE Accumoli (RI)
18117971,2018-01-26T043551.66,42.8117,13.1895,10,ML1.4,8 km E Norcia (PG)
18118151,2018-01-26T050212.73,42.6823,13.1105,11.2,ML0.9,8 km NW Cittareale (RI)
18118261,2018-01-26T051632.75,45.9458,8.01881,2.2,ML0.9,5 km NW Carcoforo (VC)
18118291,2018-01-26T052118.69,42.9957,13.0932,10,ML2.4,5 km S Fiordimonte (MC)
18118411,2018-01-26T055414.1,42.6268,13.1923,14.1,ML1.6,3 km E Cittareale (RI)
18118481,2018-01-26T055638.67,42.7495,13.2572,10,ML1.1,4 km SW Arquata del Tronto (AP)
18118671,2018-01-26T064802.69,42.9128,13.1563,8.5,ML2.2,2 km N Castelsantangelo sul Nera (MC)
18119011,2018-01-26T073715.22,42.6852,13.1433,14.2,ML1.1,8 km N Cittareale (RI)
18119131,2018-01-26T074826.75,43.1172,13.1392,9.2,ML1.1,6 km E Camerino (MC)
18119291,2018-01-26T081153.25,46.3177,13.5558,6.7,ML1.1,Confine Italia-Slovenia (SLOVENIA)
18119411,2018-01-26T083643.66,42.7522,11.8398,7.7,ML1.2,1 km SE Proceno (VT)
18119441,2018-01-26T083853.56,42.7627,11.8392,5.7,ML1.0,1 km NE Proceno (VT)
18119491,2018-01-26T084202.56,40.6798,16.6912,6.8,ML1.7,8 km E Matera (MT)
18119601,2018-01-26T084554.13,42.7571,1.83525,0.5,ML1.0,Proceno (VT)
18119621,2018-01-26T084907.,42.7255,13.2607,9.7,ML1.8,3 km N Accumoli (RI)
18119661,2018-01-26T092014.17,42.7225,13.1917,8.2,ML1.0,6 km NW Accumoli (RI)
18119771,2018-01-26T093357.39,38.3828,14.8972,11.1,ML1.1,Isole Eolie (Messina)
18119881,2018-01-26T094924.86,43.0075,13.0078,6.9,ML1.2,2 km NE Monte Cavallo (MC)
18119991,2018-01-26T100451.5,42.8617,13.1933,12.3,ML1.2,5 km SE Castelsantangelo sul Nera (MC)
18120221,2018-01-26T105014.71,43.0177,13.1228,6.1,ML1.0,3 km SE Fiordimonte (MC)
18120351,2018-01-26T105935.6,42.9638,13.0423,9.5,ML1.0,5 km SE Monte Cavallo (MC)
18120431,2018-01-26T110710.07,39.3623,16.3163,9.9,ML1.4,2 km N San Pietro in Guarano (CS)
18120561,2018-01-26T112916.23,42.4848,13.3568,11.3,ML1.0,6 km SE Capitignano (AQ)
18120871,2018-01-26T132521.63,42.8958,13.1803,5.9,ML0.4,2 km E Castelsantangelo sul Nera (MC)
18121151,2018-01-26T154931.73,44.0642,11.3482,10.2,ML0.7,7 km SW Firenzuola (FI)
18121171,2018-01-26T155535.67,42.7347,13.1332,8.5,ML0.9,7 km SE Norcia (PG)
18121231,2018-01-26T160317.34,42.7781,3.16281,1,ML1.2,6 km E Norcia (PG)
18121351,2018-01-26T160949.39,41.8892,15.3998,6.4,ML1.1,5 km NE Lesina (FG)
18121371,2018-01-26T161418.37,42.9521,3.15121,3.8,ML0.8,1 km NE Ussita (MC)
18121441,2018-01-26T163825.37,42.9542,13.1473,5.6,Md0.9,1 km NE Ussita (MC)
18121471,2018-01-26T164245.86,42.8623,13.2216,0.4,ML0.6,7 km SE Castelsantangelo sul Nera (MC)
18121631,2018-01-26T172035.55,45.7715,11.0048,12.5,ML1.2,2 km N Ala (TN)
18121681,2018-01-26T172736.87,42.9003,13.1028,12,ML1.5,4 km SE Visso (MC)
18121781,2018-01-26T173736.08,42.7318,13.2161,0.8,ML1.1,5 km NW Accumoli (RI)
18121821,2018-01-26T173935.25,44.8512,7.12281,0.2,ML0.8,5 km N Bobbio Pellice (TO)
18121851,2018-01-26T174324.47,42.8567,13.2233,5.4,ML0.9,7 km SE Castelsantangelo sul Nera (MC)
18121871,2018-01-26T175155.95,42.8292,13.1797,12.3,ML1.1,8 km S Castelsantangelo sul Nera (MC)
18122011,2018-01-26T175816.78,42.0581,3.99628,0,ML1.5,1 km N Pacentro (AQ)
18122041,2018-01-26T180329.26,41.7377,14.2427,18.4,ML1.1,4 km N Roccasicura (IS)
18122091,2018-01-26T180831.95,44.1583,10.0578,12,ML1.3,4 km NE Fosdinovo (MS)
18122101,2018-01-26T180849.44,43.0378,13.0393,9.1,ML1.3,1 km SW Pieve Torina (MC)
18122211,2018-01-26T181945.99,43.0155,13.0058,8.9,ML1.2,2 km N Monte Cavallo (MC)
18122251,2018-01-26T184309.47,42.6495,13.2785,11.3,ML1.8,2 km NW Amatrice (RI)
18122351,2018-01-26T185130.08,43.8327,12.0131,0.9,ML0.8,4 km SE Bagno di Romagna (FC)
18122391,2018-01-26T190451.06,42.9697,13.2232,6.1,Md1.3,3 km S Bolognola (MC)
18122431,2018-01-26T191557.99,43.2012,12.7295,10.8,ML0.7,6 km SW Gualdo Tadino (PG)
18122481,2018-01-26T191918.07,41.7342,14.2573,18,ML2.0,4 km NW Carovilli (IS)
18122641,2018-01-26T200936.42,41.7388,14.2572,16.9,ML2.5,4 km S Vastogirardi (IS)
18122691,2018-01-26T201244.76,41.7353,14.2482,18.5,ML1.8,4 km NE Roccasicura (IS)
18122751,2018-01-26T203313.46,43.0968,12.8338,9.4,ML0.3,4 km E Nocera Umbra (PG)
18122791,2018-01-26T203441.97,42.9057,13.0991,0.8,ML0.9,3 km S Visso (MC)
18122891,2018-01-26T205000.92,42.9473,13.1162,10.5,ML1.1,2 km W Ussita (MC)
18122941,2018-01-26T205010.19,41.7417,14.2438,17.9,ML1.6,4 km SW Vastogirardi (IS)
18123001,2018-01-26T212626.96,43.4563,12.4548,0.7,ML0.8,2 km NE Pietralunga (PG)
18123041,2018-01-26T213546.75,41.7258,14.2462,18.1,ML1.2,3 km NE Roccasicura (IS)
18123081,2018-01-26T213820.94,42.9722,13.0373,4.7,ML1.1,4 km SE Monte Cavallo (MC)
18123161,2018-01-26T214052.16,41.7378,14.2397,19.4,ML1.7,4 km N Roccasicura (IS)
18123201,2018-01-26T215127.92,42.2458,13.5736,0.3,ML1.8,1 km S Fagnano Alto (AQ)
18123281,2018-01-26T215311.6,43.0497,13.0302,9.9,ML1.6,2 km W Pieve Torina (MC)
18123461,2018-01-26T221212.53,37.4597,15.4247,10,ML2.3,Costa Catanese (Catania)
18123581,2018-01-26T223723.96,41.7318,14.2431,7.5,ML1.8,4 km N Roccasicura (IS)
18123661,"2018-01-26T224758.143000-3.52266145.82110.2SURVEY-INGV-AMwp6.2--Near north coast of New Guinea, Papua New Guinea [Sea Papua New Guinea]
",-3.5226,6145.82,110.2,-AMwp6.2,"Near north coast of New Guinea, Papua New Guinea [Sea Papua New Guinea]"
18123641,2018-01-26T224959.47,42.7548,13.1777,10.3,ML1.1,8 km SE Norcia (PG)
18123681,2018-01-26T232401.03,42.8882,12.9145,11.2,ML1.6,1 km W Sellano (PG)
18123771,2018-01-26T233739.17,43.0647,13.0332,9.5,ML1.5,2 km SW Muccia (MC)
18123861,2018-01-26T235037.84,42.9702,13.1152,13.9,ML0.6,3 km NW Ussita (MC)
18123871,2018-01-26T235413.65,44.0675,11.3702,10.1,ML1.6,6 km S Firenzuola (FI)
18124121,2018-01-27T011032.34,42.5517,13.2867,15,ML1.4,4 km NW Capitignano (AQ)
18124181,2018-01-27T012640.51,42.5535,13.2867,14.1,ML1.8,4 km NW Capitignano (AQ)
18124321,2018-01-27T013245.66,45.5663,6.85589,0.1,ML1.4,Confine Italia-Francia (FRANCIA)
18124411,2018-01-27T015503.8,43.4267,12.8433,54.8,ML1.4,2 km SW Sassoferrato (AN)
18124441,2018-01-27T015927.3,42.9717,13.2053,9.5,ML2.0,3 km SW Bolognola (MC)
18124501,2018-01-27T020033.93,42.9732,13.1853,7.7,ML1.5,4 km SW Bolognola (MC)
18124541,2018-01-27T021612.32,39.9112,16.1147,8.2,ML1.3,7 km S Viggianello (PZ)
18124571,2018-01-27T022312.16,41.7648,14.3128,13.5,ML1.3,5 km E Vastogirardi (IS)
18124751,2018-01-27T024748.06,42.7293,13.2675,10.7,ML2.6,4 km NE Accumoli (RI)
18124871,2018-01-27T030959.61,42.5253,13.3018,16.9,ML1.6,Capitignano (AQ)
18125151,2018-01-27T044644.84,42.6047,13.2247,13.7,ML1.2,5 km E Cittareale (RI)
18125171,2018-01-27T050932.35,38.1135,15.1027,9.2,ML1.3,2 km E Falcone (ME)
18125431,2018-01-27T054702.26,37.3552,14.7458,20.9,ML1.4,3 km N Palagonia (CT)
18125551,2018-01-27T061741.41,43.0137,12.9772,5.6,ML1.5,3 km NW Monte Cavallo (MC)
18125791,2018-01-27T065834.75,42.9468,13.0197,12.2,ML0.8,5 km S Monte Cavallo (MC)
18125851,2018-01-27T070224.6,43.7812,.68643.,3,ML1.5,4 km W Petriano (PU)
